sampling_round,collector,time,date,AM_PM,temperature,wind_max,wind_avg,cloud_cover,block,G,treatment,group,flower_genus,flower_species,notes,unique_ID,sex,group_edit,group_analysis,plot,pollinator_group
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10305,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10306,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10307,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10308,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10309,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10310,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10311,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10312,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10313,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10314,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10315,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10316,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10317,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10318,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10319,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10320,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10321,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10322,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10323,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10324,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10325,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10326,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10327,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10328,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10329,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10330,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10331,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10332,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10333,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10334,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10335,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10336,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10337,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10338,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10339,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10340,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10341,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10342,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10343,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10344,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10345,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10346,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10347,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10348,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_10349,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,grass leaved gr,,,GLBRC_p_10350,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,grass leaved gr,,,GLBRC_p_10351,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,grass leaved gr,,,GLBRC_p_10352,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,grass leaved gr,,,GLBRC_p_10353,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,grass leaved gr,,,GLBRC_p_10354,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,grass leaved gr,,,GLBRC_p_10355,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,grass leaved gr,,,GLBRC_p_10356,,soldier beetle,no,EH,no
3,SG,11:28,9/3/18,AM,27,5.8,3.8,70,5,8,poplar,soldier beetle,grass leaved gr,,,GLBRC_p_10357,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11379,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11380,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11381,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11382,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11383,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11384,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11385,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11386,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11387,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11388,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11389,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11390,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11391,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11392,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11393,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11394,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11395,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11396,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11397,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11398,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11399,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11400,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11401,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11402,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11403,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11404,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11405,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11406,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11407,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11408,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11409,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11410,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11411,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11412,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11413,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11414,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,Solidago,canadensis,,GLBRC_p_11415,,soldier beetle,no,EH,no
3,SG,14:10,9/3/18,PM,30.3,3,1.5,95,5,8,poplar,soldier beetle,grass leaved gr,,,GLBRC_p_11416,,soldier beetle,no,EH,no
1,LK,11:45,7/25/18,AM,28.4,6.9,3.2,10,5,8,poplar,tiny black beetle,Cirsium,sp.,,GLBRC_p_0573,,tiny black,no,EH,no
1,LK,11:45,7/25/18,AM,28.4,6.9,3.2,10,5,8,poplar,tiny black beetle,Cirsium,sp.,,GLBRC_p_0574,,tiny black,no,EH,no
1,LK,11:45,7/25/18,AM,28.4,6.9,3.2,10,5,8,poplar,tiny black beetle,Cirsium,sp.,,GLBRC_p_0575,,tiny black,no,EH,no
1,LK,11:45,7/25/18,AM,28.4,6.9,3.2,10,5,8,poplar,tiny black beetle,Erigeron,annus,,GLBRC_p_0581,,tiny black,no,EH,no
1,LK,11:45,7/25/18,AM,28.4,6.9,3.2,10,5,8,poplar,tiny black beetle,Erigeron,annus,,GLBRC_p_0582,,tiny black,no,EH,no
1,LK,11:45,7/25/18,AM,28.4,6.9,3.2,10,5,8,poplar,tiny black beetle,Erigeron,annus,,GLBRC_p_0583,,tiny black,no,EH,no
1,LK,11:45,7/25/18,AM,28.4,6.9,3.2,10,5,8,poplar,tiny black beetle,Erigeron,annus,,GLBRC_p_0584,,tiny black,no,EH,no
1,LK,11:45,7/25/18,AM,28.4,6.9,3.2,10,5,8,poplar,tiny black beetle,Erigeron,annus,,GLBRC_p_0585,,tiny black,no,EH,no
1,LK,11:45,7/25/18,AM,28.4,6.9,3.2,10,5,8,poplar,tiny black beetle,Erigeron,annus,,GLBRC_p_0586,,tiny black,no,EH,no
1,LK,11:45,7/25/18,AM,28.4,6.9,3.2,10,5,8,poplar,tiny black beetle,Erigeron,annus,,GLBRC_p_0587,,tiny black,no,EH,no
1,LK,11:45,7/25/18,AM,28.4,6.9,3.2,10,5,8,poplar,tiny black beetle,Daucus,carota,,GLBRC_p_0588,,tiny black,no,EH,no
1,LK,14:25,7/25/18,PM,29.3,8.3,4.6,20,5,8,poplar,tiny black beetle,Daucus,carota,,GLBRC_p_0622,,tiny black,no,EH,no
1,LK,14:25,7/25/18,PM,29.3,8.3,4.6,20,5,8,poplar,tiny black beetle,Daucus,carota,,GLBRC_p_0623,,tiny black,no,EH,no
1,LK,14:25,7/25/18,PM,29.3,8.3,4.6,20,5,8,poplar,tiny black beetle,Daucus,carota,,GLBRC_p_0624,,tiny black,no,EH,no
1,LK,14:25,7/25/18,PM,29.3,8.3,4.6,20,5,8,poplar,tiny black beetle,Daucus,carota,,GLBRC_p_0625,,tiny black,no,EH,no
1,LK,14:25,7/25/18,PM,29.3,8.3,4.6,20,5,8,poplar,tiny black beetle,Erigeron,annus,,GLBRC_p_0628,,tiny black,no,EH,no
1,LK,14:25,7/25/18,PM,29.3,8.3,4.6,20,5,8,poplar,tiny black beetle,Erigeron,annus,,GLBRC_p_0629,,tiny black,no,EH,no
1,LK,14:25,7/25/18,PM,29.3,8.3,4.6,20,5,8,poplar,tiny black beetle,Erigeron,annus,,GLBRC_p_0630,,tiny black,no,EH,no
1,LK,14:25,7/25/18,PM,29.3,8.3,4.6,20,5,8,poplar,tiny black beetle,Erigeron,annus,,GLBRC_p_0631,,tiny black,no,EH,no
1,LK,14:25,7/25/18,PM,29.3,8.3,4.6,20,5,8,poplar,tiny black beetle,Erigeron,annus,,GLBRC_p_0632,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6933,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6934,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6935,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6936,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6937,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6938,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6939,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6940,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6941,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6942,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6943,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6944,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6945,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6946,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6947,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6948,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6949,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6950,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6951,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6952,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6953,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6954,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6955,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6956,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6957,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6958,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6959,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6960,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6961,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6962,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6963,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6964,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6965,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6966,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6967,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6968,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6969,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6970,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6971,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6972,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6973,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6974,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6975,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6976,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6977,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6978,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6979,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6980,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6981,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6982,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6983,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6984,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6985,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6986,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6987,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6988,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6989,,tiny black,no,EH,no
2,LK,14:29,8/13/18,PM,29.1,5.5,3.2,40,5,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_6990,,tiny black,no,EH,no
